Post ID,Platform,Engagement Type,User ID,Engagement Count,Post Date
4337,Twitter,Share,2765,21,2017-05-14
4338,Facebook,Share,1147,67,2019-12-21
4339,Instagram,Share,63,15,2018-11-08
4340,Instagram,Like,1185,298,2021-06-25
4341,Twitter,Like,4328,792,2020-04-10
4342,Facebook,Like,1679,226,2021-01-14
4343,Twitter,Like,1214,166,2017-10-26
4344,LinkedIn,Share,2467,828,2021-11-02
4345,LinkedIn,Share,1312,803,2019-01-05
4346,LinkedIn,Comment,4631,873,2023-10-23
4347,LinkedIn,Comment,4710,551,2023-02-07
4348,LinkedIn,Share,1919,754,2019-12-14
4349,Facebook,Like,1829,497,2016-03-08
4350,Instagram,Share,3422,76,2021-07-03
4351,Facebook,Share,199,198,2023-04-30
4352,Facebook,Like,2279,915,2021-04-29
4353,Instagram,Share,777,967,2024-10-13
4354,Facebook,Comment,2869,263,2018-02-08
4355,Twitter,Share,2599,805,2022-03-30
4356,Facebook,Like,4361,504,2018-03-11
4357,Instagram,Comment,842,875,2017-04-19
4358,Instagram,Comment,351,73,2021-01-11
4359,Facebook,Comment,2909,83,2020-06-05
4360,Instagram,Share,758,821,2022-04-19
4361,Facebook,Comment,4276,662,2015-06-03
4362,Facebook,Share,3948,142,2020-11-14
4363,LinkedIn,Share,1168,203,2022-06-17
4364,Facebook,Comment,1405,861,2024-08-19
4365,LinkedIn,Comment,1885,809,2017-12-31
4366,Instagram,Like,3232,891,2023-09-27
4367,LinkedIn,Share,4600,93,2018-11-17
4368,Facebook,Like,1236,137,2019-01-20
4369,LinkedIn,Share,3931,590,2024-07-22
4370,Twitter,Like,1197,836,2021-01-01
4371,Facebook,Share,2313,258,2017-01-05
4372,Facebook,Like,13,742,2023-08-18
4373,Twitter,Comment,4777,415,2017-05-27
4374,Instagram,Like,1292,510,2023-02-08
4375,Instagram,Share,1506,926,2019-08-09
4376,Instagram,Comment,2000,278,2022-07-28
4377,Facebook,Share,955,823,2019-05-27
4378,Instagram,Share,901,463,2016-12-29
4379,Instagram,Comment,4556,683,2018-03-16
4380,Facebook,Comment,3412,661,2019-06-15
4381,Twitter,Like,177,384,2019-09-08
4382,LinkedIn,Like,4938,863,2024-09-28
4383,Twitter,Share,4249,252,2016-03-24
4384,Instagram,Share,3482,779,2020-02-29
4385,LinkedIn,Like,1860,464,2020-08-02
4386,Twitter,Comment,4104,224,2023-03-07
4387,Facebook,Like,1872,834,2024-02-23
4388,Facebook,Comment,2858,185,2015-07-18
4389,Twitter,Share,3960,842,2019-04-23
4390,Twitter,Comment,4253,393,2018-05-27
4391,LinkedIn,Like,1208,240,2019-09-05
4392,Twitter,Like,2638,528,2018-02-01
4393,Facebook,Share,2565,941,2018-11-24
4394,Twitter,Like,1717,395,2021-10-28
4395,Facebook,Share,1032,859,2018-07-15
4396,LinkedIn,Comment,3960,322,2019-09-01
4397,Instagram,Like,627,48,2016-04-02
4398,Instagram,Share,1382,991,2015-12-09
4399,Twitter,Share,4785,819,2022-05-25
4400,LinkedIn,Like,254,668,2020-03-25
4401,Twitter,Comment,4881,831,2016-07-25
4402,Facebook,Like,39,125,2018-09-28
4403,Twitter,Comment,1704,305,2015-07-02
4404,Twitter,Like,1442,879,2018-08-26
4405,LinkedIn,Share,4314,937,2017-10-01
4406,Instagram,Share,1086,25,2021-05-30
4407,Instagram,Like,4473,888,2023-05-30
4408,LinkedIn,Like,3816,237,2016-07-05
4409,Facebook,Share,1659,318,2024-08-07
4410,Instagram,Share,4443,599,2016-04-30
4411,Facebook,Comment,424,641,2024-06-05
4412,Twitter,Share,1942,206,2015-03-02
4413,Facebook,Like,2935,534,2016-07-24
4414,LinkedIn,Like,3905,344,2021-05-27
4415,Facebook,Like,4905,587,2020-11-12
4416,Twitter,Comment,565,808,2022-04-03
4417,Instagram,Share,1970,105,2023-11-12
4418,Twitter,Share,4505,244,2021-08-25
4419,Facebook,Comment,4832,908,2015-10-28
4420,Instagram,Like,2837,865,2022-10-09
4421,LinkedIn,Like,4877,448,2020-09-23
4422,Facebook,Share,1352,638,2022-11-01
4423,LinkedIn,Like,4446,294,2019-03-13
4424,Facebook,Like,158,136,2017-02-27
4425,Twitter,Comment,4563,649,2020-12-06
4426,LinkedIn,Comment,4611,310,2019-04-02
4427,Facebook,Comment,1135,461,2015-03-11
4428,Instagram,Share,562,945,2022-08-25
4429,Twitter,Like,455,946,2021-02-20
4430,LinkedIn,Comment,370,945,2019-09-14
4431,Facebook,Comment,4065,587,2019-04-01
4432,Facebook,Like,3765,445,2021-07-19
4433,Facebook,Comment,1733,808,2020-04-02
4434,Facebook,Share,462,958,2020-10-23
4435,Twitter,Comment,2701,931,2016-09-04
4436,Facebook,Share,1517,23,2023-11-19
4437,Twitter,Comment,2510,458,2016-08-19
4438,LinkedIn,Like,3671,455,2016-09-22
4439,LinkedIn,Like,4144,819,2024-11-17
4440,Twitter,Like,57,59,2024-05-17
4441,Twitter,Share,4739,587,2021-10-08
4442,Facebook,Like,540,152,2023-08-26
4443,Facebook,Share,4127,782,2024-11-16
4444,LinkedIn,Share,2550,960,2020-03-31
4445,Instagram,Comment,333,968,2021-04-23
4446,Instagram,Comment,1692,932,2015-09-18
4447,Twitter,Share,588,353,2017-02-18
4448,Facebook,Comment,3698,679,2018-11-05
4449,Twitter,Comment,114,849,2023-01-12
4450,Instagram,Share,1855,64,2015-05-01
4451,Facebook,Share,3797,463,2020-10-08
4452,Facebook,Share,1382,426,2023-08-31
4453,Facebook,Share,376,243,2017-04-13
4454,Instagram,Like,2410,632,2020-04-14
4455,Twitter,Share,4124,605,2024-08-20
4456,Twitter,Comment,36,922,2016-10-31
4457,Instagram,Share,3801,53,2016-06-06
4458,Facebook,Like,2251,730,2022-07-20
4459,LinkedIn,Like,1018,481,2019-04-10
4460,LinkedIn,Like,3096,55,2015-06-09
4461,Instagram,Comment,1005,722,2023-09-19
4462,Instagram,Share,4255,435,2020-10-06
4463,Facebook,Comment,301,841,2021-07-05
4464,LinkedIn,Like,480,363,2024-10-22
4465,LinkedIn,Like,3119,362,2020-11-29
4466,Twitter,Comment,708,719,2022-04-03
4467,Instagram,Share,3235,163,2021-08-31
4468,Twitter,Share,571,261,2021-06-09
4469,Facebook,Comment,2230,755,2019-08-08
4470,LinkedIn,Share,4481,430,2023-05-20
4471,Twitter,Like,4767,376,2021-11-02
4472,Twitter,Comment,1104,338,2017-07-22
4473,Twitter,Like,3697,20,2023-02-16
4474,Twitter,Comment,4948,187,2023-11-02
4475,Facebook,Comment,3724,912,2018-11-27
4476,Instagram,Like,611,62,2019-07-04
4477,Twitter,Like,4485,15,2017-10-08
4478,Twitter,Like,1213,114,2023-07-20
4479,Facebook,Share,2841,447,2020-10-14
4480,Instagram,Like,3119,283,2015-12-17
4481,Facebook,Comment,1867,689,2017-01-28
4482,LinkedIn,Like,2368,602,2022-05-20
4483,Twitter,Share,2901,421,2017-11-25
4484,Instagram,Comment,2361,411,2019-02-26
4485,Facebook,Like,229,710,2018-04-19
4486,Instagram,Share,1893,561,2024-12-24
4487,LinkedIn,Like,450,328,2022-12-23
4488,LinkedIn,Share,4565,535,2017-09-28
4489,Facebook,Like,695,258,2022-08-14
4490,Instagram,Comment,1098,204,2015-02-25
4491,Twitter,Like,1126,537,2023-08-11
4492,Twitter,Like,3519,224,2019-12-30
4493,Facebook,Share,531,531,2016-08-28
4494,Facebook,Comment,3336,469,2024-07-14
4495,LinkedIn,Like,4868,33,2016-12-27
4496,LinkedIn,Share,2555,905,2017-04-16
4497,Facebook,Share,3026,658,2021-04-05
4498,LinkedIn,Share,2107,118,2015-11-26
4499,Instagram,Comment,335,537,2017-10-25
4500,Facebook,Share,2250,978,2020-06-27
4501,LinkedIn,Share,3132,399,2021-06-14
4502,Facebook,Comment,311,117,2016-12-19
4503,Twitter,Comment,3243,957,2021-09-14
4504,Facebook,Like,4418,733,2017-06-08
4505,Instagram,Like,4112,554,2022-05-21
4506,LinkedIn,Like,2615,186,2015-03-05
4507,Twitter,Share,751,843,2024-04-13
4508,Twitter,Comment,1779,941,2024-12-05
4509,LinkedIn,Comment,1286,600,2020-09-09
4510,Facebook,Comment,447,240,2016-01-17
4511,LinkedIn,Like,3225,239,2021-03-09
4512,LinkedIn,Share,4058,575,2023-10-30
4513,Instagram,Comment,4530,107,2019-08-20
4514,Twitter,Share,2349,499,2015-07-05
4515,Instagram,Like,1966,978,2015-06-01
4516,LinkedIn,Like,4398,269,2019-09-03
4517,LinkedIn,Comment,314,749,2023-06-13
4518,Twitter,Like,82,888,2022-12-26
4519,Twitter,Comment,3417,370,2020-07-09
4520,LinkedIn,Like,2780,656,2021-10-04
4521,Twitter,Comment,533,730,2015-08-02
4522,Twitter,Share,4617,317,2017-01-24
4523,Facebook,Share,756,55,2017-12-16
4524,Twitter,Like,2061,800,2019-06-02
4525,Twitter,Like,4377,851,2016-09-04
4526,LinkedIn,Share,3718,0,2015-11-27
4527,Facebook,Comment,3200,389,2022-02-05
4528,Twitter,Share,3231,683,2017-08-07
4529,Twitter,Like,3315,956,2019-05-10
4530,Instagram,Comment,3127,172,2019-09-25
4531,Instagram,Like,637,86,2018-08-20
4532,Facebook,Comment,2041,855,2022-05-09
4533,Twitter,Share,3513,169,2022-12-29
4534,Facebook,Share,1923,553,2015-06-15
4535,Instagram,Share,1696,889,2016-11-04
4536,LinkedIn,Share,1215,488,2024-06-27
4537,LinkedIn,Comment,4958,927,2022-07-14
4538,Twitter,Like,3347,424,2015-03-11
4539,Facebook,Comment,2328,911,2020-04-29
4540,LinkedIn,Share,682,708,2017-03-29
4541,LinkedIn,Share,2366,674,2022-06-20
4542,Facebook,Like,4551,931,2022-03-08
4543,LinkedIn,Share,4078,920,2024-02-12
4544,Facebook,Comment,397,636,2023-03-01
4545,Instagram,Comment,3508,104,2016-09-25
4546,Instagram,Comment,1687,94,2017-08-02
4547,Facebook,Share,853,874,2017-03-27
4548,Instagram,Share,4992,39,2024-07-23
4549,LinkedIn,Share,3811,872,2018-12-11
4550,Twitter,Share,1496,429,2023-11-03
4551,Facebook,Like,4800,483,2021-10-14
4552,LinkedIn,Comment,665,85,2024-02-18
4553,Twitter,Like,3347,42,2015-05-08
4554,Instagram,Comment,4117,575,2022-09-06
4555,LinkedIn,Like,1728,720,2019-04-29
4556,Instagram,Share,4537,209,2018-02-10
4557,Twitter,Share,664,493,2019-07-07
4558,Instagram,Comment,3148,280,2016-11-20
4559,Twitter,Like,4414,284,2016-04-09
4560,Twitter,Like,965,394,2022-04-05
4561,Instagram,Share,744,635,2015-06-21
4562,Twitter,Like,3401,812,2017-11-04
4563,Instagram,Share,2846,513,2019-08-06
4564,LinkedIn,Share,2367,197,2017-11-25
4565,Instagram,Comment,1864,324,2018-10-02
4566,Facebook,Share,916,652,2020-12-22
4567,Twitter,Like,2755,204,2016-03-25
4568,Instagram,Comment,1303,652,2023-10-13
4569,Facebook,Comment,4467,724,2015-04-22
4570,Instagram,Comment,3901,443,2024-09-16
4571,Twitter,Comment,1803,556,2015-10-22
4572,Facebook,Share,4859,584,2016-12-17
4573,Facebook,Like,3562,505,2018-10-08
4574,Twitter,Comment,4722,280,2015-10-29
4575,Instagram,Comment,3508,814,2015-04-14
4576,Facebook,Share,92,908,2023-04-07
4577,LinkedIn,Share,3208,354,2020-10-07
4578,Facebook,Share,2822,446,2023-05-25
4579,LinkedIn,Share,2316,319,2022-01-29
4580,Instagram,Comment,2338,220,2018-02-15
4581,Facebook,Comment,549,53,2021-05-30
4582,Facebook,Share,3733,878,2019-12-20
4583,Twitter,Comment,434,720,2015-12-25
4584,LinkedIn,Comment,123,405,2021-06-30
4585,Twitter,Share,2724,811,2024-09-16
4586,Twitter,Comment,1526,556,2024-10-10
4587,LinkedIn,Comment,405,208,2016-02-13
4588,LinkedIn,Like,2138,684,2018-12-25
4589,LinkedIn,Like,1968,309,2016-07-04
4590,LinkedIn,Comment,4243,368,2019-05-25
4591,Twitter,Like,1803,733,2019-06-29
4592,Instagram,Comment,4870,352,2020-06-24
4593,LinkedIn,Comment,3367,415,2021-09-17
4594,Instagram,Comment,2088,518,2024-01-24
4595,Instagram,Comment,1087,207,2024-09-27
4596,Instagram,Like,2407,321,2019-10-28
4597,Instagram,Like,1944,887,2019-01-11
4598,Twitter,Share,1321,758,2024-04-05
4599,LinkedIn,Like,3552,689,2019-02-12
4600,Instagram,Like,4561,398,2018-02-05
4601,LinkedIn,Like,4789,711,2024-01-18
4602,Instagram,Share,4720,632,2019-03-23
4603,Instagram,Like,4634,924,2021-03-05
4604,Instagram,Comment,344,579,2018-01-11
4605,Twitter,Like,4172,893,2021-02-13
4606,Facebook,Share,1722,317,2021-09-10
4607,Facebook,Share,1167,292,2021-02-03
4608,LinkedIn,Share,2286,925,2017-09-30
4609,Instagram,Like,3124,7,2020-04-07
4610,LinkedIn,Like,1355,454,2017-06-04
4611,Twitter,Comment,4617,424,2017-07-06
4612,LinkedIn,Share,502,354,2024-11-29
4613,Instagram,Like,3743,350,2017-06-22
4614,Facebook,Comment,3553,893,2019-08-31
4615,Facebook,Like,1249,655,2019-05-12
4616,Instagram,Share,2268,700,2019-10-31
4617,Twitter,Comment,2176,857,2021-06-04
4618,Instagram,Comment,1130,315,2023-12-05
4619,Instagram,Comment,3102,831,2023-09-23
4620,LinkedIn,Comment,4768,522,2017-08-07
4621,Twitter,Share,3734,436,2023-10-03
4622,Instagram,Comment,2339,926,2021-07-17
4623,Facebook,Like,832,329,2017-08-18
4624,Facebook,Like,2746,187,2024-02-15
4625,LinkedIn,Like,2264,425,2022-07-07
4626,LinkedIn,Like,2059,691,2018-05-15
4627,Twitter,Share,2633,617,2016-07-15
4628,Twitter,Like,2064,296,2017-03-12
4629,Facebook,Share,4607,138,2018-04-19
4630,Instagram,Share,4390,921,2023-07-23
4631,Facebook,Share,3876,181,2021-09-15
4632,Instagram,Like,2796,548,2021-03-07
4633,Instagram,Like,1365,788,2018-08-25
4634,LinkedIn,Comment,2597,868,2019-04-09
4635,Instagram,Comment,3678,237,2019-10-29
4636,Facebook,Share,144,896,2015-11-07
4637,LinkedIn,Comment,4355,843,2015-02-15
4638,Instagram,Like,458,426,2025-01-01
4639,LinkedIn,Like,1016,208,2021-12-11
4640,Instagram,Share,2197,787,2016-03-13
4641,Instagram,Like,2256,232,2023-06-29
4642,Facebook,Like,2027,204,2017-11-24
4643,LinkedIn,Comment,1851,232,2018-01-26
4644,Facebook,Like,2376,203,2021-05-11
4645,Facebook,Like,4675,272,2023-10-22
4646,Facebook,Share,4245,180,2021-06-08
4647,LinkedIn,Share,2681,249,2015-03-05
4648,Facebook,Like,2835,746,2018-09-30
4649,Twitter,Like,1273,389,2018-02-14
4650,LinkedIn,Share,3688,79,2022-02-03
4651,Instagram,Like,1404,700,2023-12-10
4652,Instagram,Like,4836,99,2019-12-06
4653,Instagram,Comment,1242,266,2023-07-08
4654,Twitter,Comment,4303,278,2018-05-14
4655,Twitter,Share,1712,360,2023-05-30
4656,Twitter,Share,1497,462,2022-07-01
4657,Twitter,Share,3103,718,2022-02-03
4658,Twitter,Like,698,152,2023-09-23
4659,Facebook,Share,698,314,2023-08-10
4660,Twitter,Comment,4273,289,2018-12-28
4661,Twitter,Comment,2979,864,2024-12-08
4662,Twitter,Comment,852,322,2023-11-26
4663,LinkedIn,Share,4136,205,2019-07-22
4664,Twitter,Share,90,520,2021-03-31
4665,Twitter,Share,2337,945,2021-07-14
4666,Facebook,Comment,2938,520,2020-10-11
4667,LinkedIn,Share,4757,733,2022-08-15
4668,Twitter,Comment,1746,785,2022-09-21
4669,Instagram,Share,3079,61,2019-12-11
4670,Twitter,Like,3993,416,2019-09-25
4671,Instagram,Share,607,894,2024-10-06
4672,LinkedIn,Comment,2132,210,2020-01-27
4673,Twitter,Comment,3541,22,2021-07-30
4674,LinkedIn,Like,930,433,2017-12-27
4675,Twitter,Like,403,479,2021-09-02
4676,LinkedIn,Share,3594,317,2023-07-08
4677,Twitter,Share,4125,176,2019-09-20
4678,Facebook,Comment,2473,544,2018-02-06
4679,Facebook,Share,910,626,2023-07-17
4680,LinkedIn,Comment,3607,853,2016-03-25
4681,Facebook,Share,4438,472,2019-05-16
4682,Twitter,Comment,294,699,2018-12-31
4683,Instagram,Like,3601,363,2020-02-05
4684,Facebook,Comment,1093,231,2024-03-18
4685,LinkedIn,Comment,2400,839,2021-12-22
4686,Instagram,Comment,1854,418,2017-08-04
4687,LinkedIn,Comment,4558,925,2019-12-15
4688,LinkedIn,Like,183,926,2016-12-24
4689,LinkedIn,Comment,2756,448,2023-07-07
4690,Instagram,Like,4618,320,2016-02-26
4691,LinkedIn,Comment,2088,813,2021-03-10
4692,Facebook,Like,3981,21,2024-12-05
4693,Facebook,Like,758,612,2023-08-05
4694,Facebook,Like,22,159,2024-08-03
4695,LinkedIn,Share,365,961,2020-04-20
4696,Facebook,Like,265,515,2019-03-14
4697,Instagram,Like,223,971,2019-10-07
4698,LinkedIn,Comment,2938,85,2022-11-24
4699,LinkedIn,Like,3355,636,2019-09-30
4700,Facebook,Share,3546,722,2020-11-26
4701,Twitter,Share,3576,67,2015-09-04
4702,Twitter,Comment,4187,966,2020-02-13
4703,Twitter,Like,4233,821,2017-11-11
4704,Facebook,Like,814,565,2021-03-28
4705,Twitter,Like,997,865,2022-09-23
4706,Instagram,Like,2117,801,2022-10-15
4707,Twitter,Comment,2595,205,2018-07-10
4708,Instagram,Like,3218,701,2023-03-14
4709,LinkedIn,Share,1048,639,2018-04-08
4710,Facebook,Share,3512,921,2021-10-26
4711,Instagram,Comment,1269,661,2025-01-15
4712,Instagram,Like,4450,176,2022-08-29
4713,LinkedIn,Comment,3399,524,2018-09-03
4714,Instagram,Share,3961,61,2019-05-17
4715,Twitter,Comment,4991,408,2023-04-02
4716,Twitter,Share,2196,233,2023-05-13
4717,Instagram,Comment,3832,117,2017-07-01
4718,Twitter,Like,3190,803,2018-12-10
4719,Instagram,Comment,3048,571,2019-05-03
4720,Facebook,Like,128,627,2020-05-29
4721,Twitter,Like,4301,901,2024-05-31
4722,Instagram,Like,2403,435,2016-10-29
4723,Instagram,Like,2045,743,2016-05-02
4724,Twitter,Share,4255,41,2023-05-09
4725,Instagram,Like,3900,717,2020-10-25
4726,Instagram,Like,2289,362,2021-06-25
4727,Facebook,Share,558,980,2018-04-17
4728,Twitter,Share,3395,758,2017-10-20
4729,LinkedIn,Share,2412,422,2017-01-25
4730,Facebook,Comment,4863,130,2023-11-10
4731,Twitter,Share,2577,461,2017-06-11
4732,Instagram,Comment,3271,489,2021-10-11
4733,Facebook,Comment,4612,838,2020-07-07
4734,LinkedIn,Comment,2863,573,2023-12-13
4735,Twitter,Like,4224,203,2018-04-23
4736,Facebook,Comment,2998,146,2018-09-21
4737,Facebook,Comment,2060,213,2017-12-29
4738,Twitter,Comment,4399,536,2019-04-10
4739,Facebook,Comment,1157,425,2015-12-20
4740,Facebook,Like,500,426,2019-11-07
4741,Facebook,Like,3610,881,2020-01-13
4742,Twitter,Share,1893,736,2019-05-23
4743,Instagram,Share,4559,275,2023-09-28
4744,LinkedIn,Share,470,446,2022-11-10
4745,Facebook,Share,2307,439,2024-03-10
4746,Facebook,Like,1454,314,2015-08-19
4747,LinkedIn,Share,646,801,2017-09-05
4748,Twitter,Share,487,55,2020-06-20
4749,LinkedIn,Comment,1563,676,2016-04-08
4750,Twitter,Like,4920,543,2015-12-16
4751,LinkedIn,Like,980,621,2020-04-16
4752,Twitter,Comment,4454,806,2020-06-17
4753,Instagram,Like,3102,266,2018-12-28
4754,Instagram,Like,140,568,2019-07-22
4755,Facebook,Share,1097,970,2021-01-28
4756,Facebook,Comment,3420,425,2020-01-19
4757,Twitter,Share,3495,561,2021-07-31
4758,LinkedIn,Like,1626,74,2017-08-02
4759,Instagram,Share,2724,662,2018-11-29
4760,Instagram,Share,2047,254,2024-09-29
4761,Twitter,Comment,1224,288,2024-11-17
4762,Facebook,Comment,1850,48,2022-12-12
4763,Twitter,Share,2798,455,2016-05-25
4764,LinkedIn,Like,2396,518,2022-04-17
4765,LinkedIn,Like,3669,664,2019-06-08
4766,Instagram,Like,662,142,2022-03-31
4767,Facebook,Comment,3398,182,2019-05-29
4768,Instagram,Share,2987,161,2018-07-03
4769,Twitter,Comment,2198,854,2024-12-31
4770,Facebook,Comment,2662,561,2024-11-21
4771,LinkedIn,Like,3623,880,2017-08-29
4772,Facebook,Share,4688,550,2021-10-26
4773,Instagram,Share,122,881,2019-03-13
4774,Instagram,Share,1043,521,2017-12-24
4775,LinkedIn,Share,1927,666,2016-07-12
4776,Instagram,Share,2109,731,2023-07-19
4777,Twitter,Share,4933,502,2020-07-07
4778,Facebook,Share,3760,867,2018-06-11
4779,Facebook,Comment,1161,917,2024-07-17
4780,Instagram,Like,3232,898,2021-05-28
4781,Twitter,Share,2022,533,2023-12-17
4782,Facebook,Like,3774,780,2017-12-10
4783,LinkedIn,Like,1259,723,2023-09-11
4784,Facebook,Comment,629,858,2015-05-13
4785,LinkedIn,Share,3102,637,2023-12-22
4786,Facebook,Share,58,153,2024-01-11
4787,Instagram,Like,3249,389,2024-05-02
4788,LinkedIn,Like,3599,351,2016-03-22
4789,Instagram,Like,4863,345,2019-02-03
4790,Twitter,Share,895,760,2020-11-19
4791,LinkedIn,Like,813,422,2024-05-27
4792,Instagram,Comment,1945,244,2020-10-03
4793,Twitter,Share,419,499,2018-09-24
4794,Facebook,Share,3412,730,2022-10-01
4795,Instagram,Comment,2120,240,2019-08-07
4796,Instagram,Share,450,335,2017-05-23
4797,Instagram,Share,582,392,2016-05-10
4798,Facebook,Comment,355,21,2016-09-16
4799,Twitter,Like,1010,114,2021-03-31
4800,Instagram,Like,3753,428,2019-04-21
4801,LinkedIn,Comment,1581,168,2020-02-15
4802,Twitter,Share,3585,652,2022-06-28
4803,Facebook,Share,3683,357,2024-10-17
4804,Instagram,Like,2190,296,2023-11-15
4805,LinkedIn,Comment,346,291,2018-02-10
4806,Instagram,Share,1926,315,2015-12-10
4807,Instagram,Comment,2136,308,2017-11-22
4808,Facebook,Like,3607,864,2024-12-09
4809,Instagram,Share,585,14,2015-07-17
4810,Facebook,Comment,3675,716,2015-05-25
4811,Twitter,Like,2926,990,2023-06-17
4812,Instagram,Like,3907,760,2015-02-25
4813,Facebook,Share,3832,207,2018-12-19
4814,Instagram,Share,3828,14,2020-06-26
4815,Twitter,Share,1579,940,2015-03-20
4816,LinkedIn,Like,4718,491,2015-11-02
4817,Instagram,Comment,95,541,2018-09-29
4818,LinkedIn,Comment,1455,555,2025-02-01
4819,LinkedIn,Share,3142,723,2021-02-07
4820,Instagram,Like,2608,265,2023-07-19
4821,Facebook,Like,275,688,2019-05-29
4822,Facebook,Like,2867,349,2017-10-04
4823,Facebook,Share,3603,573,2023-06-28
4824,LinkedIn,Comment,155,750,2015-04-27
4825,Twitter,Share,2270,67,2018-12-24
4826,Instagram,Comment,4705,999,2017-11-30
4827,Twitter,Share,343,500,2024-04-22
4828,Twitter,Like,3587,701,2017-10-04
4829,Facebook,Comment,3404,214,2021-11-02
4830,Instagram,Share,3379,174,2022-12-20
4831,Facebook,Like,468,211,2018-11-15
4832,Facebook,Share,3509,433,2020-03-04
4833,Facebook,Comment,3132,46,2016-04-29
4834,LinkedIn,Share,4459,432,2016-03-23
4835,Instagram,Like,2509,817,2024-01-19
4836,Twitter,Share,3714,580,2016-04-01
4837,Instagram,Share,4891,927,2015-07-16
4838,Twitter,Like,2757,125,2023-02-09
4839,LinkedIn,Like,3851,25,2020-05-14
4840,Facebook,Comment,50,547,2024-04-08
4841,LinkedIn,Comment,4124,219,2019-12-31
4842,Twitter,Share,4133,832,2024-04-14
4843,Facebook,Comment,4138,100,2017-02-02
4844,LinkedIn,Like,1953,441,2021-02-19
4845,LinkedIn,Comment,2708,208,2021-01-26
4846,Facebook,Like,990,527,2023-08-23
4847,Instagram,Like,4493,384,2015-11-02
4848,LinkedIn,Share,1529,307,2024-10-16
4849,Twitter,Comment,3816,130,2018-04-17
4850,Twitter,Share,4006,334,2020-04-09
4851,Instagram,Like,2514,18,2017-06-11
4852,Twitter,Comment,1343,986,2020-09-10
4853,LinkedIn,Like,1302,41,2015-07-14
4854,LinkedIn,Share,3217,320,2018-11-28
4855,Instagram,Share,4842,59,2020-12-10
4856,Instagram,Like,4654,789,2023-05-05
4857,Instagram,Comment,2803,47,2019-09-10
4858,Twitter,Comment,2106,605,2020-03-20
4859,Twitter,Like,4367,841,2018-02-02
4860,Facebook,Like,4844,549,2024-01-01
4861,Instagram,Comment,1810,177,2021-08-17
4862,Instagram,Share,869,78,2015-04-29
4863,LinkedIn,Share,1311,458,2016-06-10
4864,Twitter,Share,3948,236,2022-06-08
4865,Instagram,Comment,3536,37,2016-07-12
4866,Twitter,Share,810,458,2016-10-08
4867,Twitter,Share,4142,382,2015-03-23
4868,LinkedIn,Like,4261,480,2019-03-24
4869,Twitter,Like,2138,116,2016-05-23
4870,Instagram,Share,4564,906,2020-08-19
4871,Instagram,Comment,4920,891,2022-03-15
4872,Instagram,Share,3642,342,2015-03-21
4873,Twitter,Comment,4982,35,2016-06-21
4874,Twitter,Share,2833,120,2015-11-10
4875,LinkedIn,Comment,3882,505,2015-10-23
4876,LinkedIn,Like,1375,527,2023-12-08
4877,Instagram,Comment,151,412,2021-09-02
4878,Twitter,Comment,4659,204,2022-01-04
4879,Instagram,Comment,2805,699,2021-08-04
4880,Instagram,Share,1367,908,2017-02-21
4881,LinkedIn,Like,2343,996,2020-03-24
4882,LinkedIn,Comment,3383,438,2023-10-06
4883,Instagram,Like,339,740,2021-12-16
4884,Twitter,Comment,2468,301,2020-06-14
4885,Facebook,Like,1401,654,2024-03-17
4886,LinkedIn,Share,2535,910,2018-12-30
4887,Instagram,Like,2818,169,2018-10-01
4888,Instagram,Like,3686,268,2019-08-04
4889,Instagram,Share,3830,621,2024-04-22
4890,Instagram,Share,1920,700,2020-03-29
4891,Facebook,Share,162,385,2017-11-18
4892,Twitter,Like,3588,914,2016-08-02
4893,Twitter,Comment,503,689,2018-10-17
4894,LinkedIn,Like,3168,177,2015-04-02
4895,LinkedIn,Like,188,422,2017-12-30
4896,Instagram,Like,334,457,2021-02-22
4897,Facebook,Share,4376,321,2023-04-09
4898,Twitter,Comment,3033,885,2024-02-07
4899,Facebook,Like,4406,329,2024-12-10
4900,Twitter,Like,270,625,2015-11-12
4901,LinkedIn,Share,4849,714,2016-03-10
4902,Instagram,Share,1828,959,2023-12-15
4903,LinkedIn,Share,3961,413,2017-01-31
4904,LinkedIn,Share,3842,98,2019-04-06
4905,LinkedIn,Share,4888,828,2021-11-29
4906,Facebook,Like,6,96,2023-07-03
4907,LinkedIn,Comment,2782,957,2022-05-05
4908,LinkedIn,Like,3925,303,2022-10-25
4909,Facebook,Comment,2582,372,2020-03-08
4910,Instagram,Share,2921,383,2018-01-01
4911,Facebook,Comment,1220,85,2020-06-30
4912,Instagram,Like,1714,729,2023-04-08
4913,Facebook,Share,4141,674,2017-01-04
4914,Twitter,Like,407,1000,2021-12-23
4915,Twitter,Like,2851,164,2020-03-14
4916,LinkedIn,Share,1719,602,2019-09-24
4917,Instagram,Like,3068,332,2019-07-08
4918,LinkedIn,Like,2493,706,2024-09-23
4919,Twitter,Like,4315,94,2021-05-21
4920,LinkedIn,Like,1416,527,2024-08-26
4921,LinkedIn,Like,1441,333,2015-06-30
4922,LinkedIn,Comment,4906,921,2023-12-09
4923,Facebook,Comment,956,875,2018-02-23
4924,Instagram,Comment,4902,689,2016-10-16
4925,LinkedIn,Comment,4277,266,2018-09-01
4926,LinkedIn,Like,4555,553,2016-12-17
4927,Facebook,Share,3178,811,2022-07-07
4928,Twitter,Comment,199,959,2019-02-13
